Date,Open,High,Low,Close,Volume
2020-01-02,71.62708447362316,72.68128119000231,71.37321069958021,72.62083435058594,135480400
2020-01-03,71.84710239518715,72.6764311518872,71.68994210914916,71.91480255126953,146322800
2020-01-06,71.03471685901826,72.52654087038833,70.78325591626742,72.48785400390625,118387200
2020-01-07,72.49751409054869,72.753808076937,71.92689951821663,72.14692687988281,108872000
2020-01-08,71.84954036585081,73.60975223726805,71.84954036585081,73.3075180053711,132079200
2020-01-09,74.28674867142341,75.05805096656148,74.03529512111521,74.8646240234375,170108400
2020-01-10,75.09916946286842,75.59967116208304,74.53096758540974,75.03388214111328,140644800
2020-01-13,75.35063651198122,76.6635404560947,75.23215565641651,76.6369400024414,121532000
2020-01-14,76.5740713542954,76.78442520845898,75.47877474428456,75.60208129882812,161954400
2020-01-15,75.40139008732662,76.28391248020361,74.84527472915032,75.278076171875,121923600
2020-01-16,75.82209877195635,76.33227394816954,75.45941772509225,76.2210464477539,108829200
2020-01-17,76.4700857814728,77.06730085653118,76.16301849026416,77.06488800048828,137816400
2020-01-21,76.69254005241989,77.13500771347044,76.4048124784183,76.54263305664062,110843200
2020-01-22,77.02864659070664,77.36956779843476,76.72157916955204,76.81587982177734,101832400
2020-01-23,76.86904252755714,77.26556997023165,76.3201804851689,77.18578338623047,104472000
2020-01-24,77.43240119345582,78.17710300745777,76.772319051517,76.96333312988281,146537600
2020-01-27,74.96857569534384,75.38202994564323,73.71611915121242,74.7001953125,161940000
2020-01-28,75.58272644118536,76.9850901077203,75.48359274307904,76.81342315673828,162234000
2020-01-29,78.44791850299463,79.2699941203994,77.70562947444549,78.42131805419922,216229200
2020-01-30,77.50252948730524,78.36087174184341,77.06972800749904,78.30767822265625,126743200
2020-01-31,77.59683282419269,78.01996079771159,74.54064375527754,74.83562469482422,199588400
2020-02-03,73.57591462493123,75.79794177628243,73.07299999922924,74.63011169433594,173788400
2020-02-04,76.23797325215806,77.28491667175436,75.83177225101083,77.09390258789062,136616400
2020-02-05,78.22305902038404,78.5228804217208,77.11809618158854,77.72256469726562,118826800
2020-02-06,77.99338354439966,78.63411884422896,77.43485509636282,78.63169860839844,105425600
2020-02-07,78.12996756118129,78.37959926522765,77.07085045375861,77.5628433227539,117684000
2020-02-10,76.1450504217699,77.9312515258789,76.06507446922856,77.9312515258789,109348800
2020-02-11,78.42808578763751,78.500791189116,77.24293596960018,77.4610595703125,94323200
2020-02-12,77.91185062961374,79.30542744679461,77.91185062961374,79.30058288574219,113730400
2020-02-13,78.57108938477977,79.06308239609403,78.36750683488538,78.73589324951172,94747600
2020-02-14,78.70437073623225,79.00490364230242,78.24631193166864,78.7552719116211,80113600
2020-02-18,76.43101890919421,77.494988049833,76.24924802244713,77.31321716308594,152531200
2020-02-19,77.55559118024817,78.6631837418977,77.55559118024817,78.43293762207031,93984000
2020-02-20,78.19301705340337,78.68258415194742,77.12177699482096,77.62831115722656,100566000
2020-02-21,77.22113922163652,77.66466444490703,75.25316708230885,75.87118530273438,129554000
2020-02-24,72.04428953806494,73.72142482703582,70.09812948275813,72.26725769042969,222195200
2020-02-25,72.93861510277681,73.32154259168735,69.34681990026353,69.81941986083984,230673600
2020-02-26,69.4437526290761,72.19455366055257,69.43648208910632,70.927001953125,198054800
2020-02-27,68.12774407264509,69.31531263503878,66.154920085896,66.29064178466797,320605600
2020-02-28,62.34985172812334,67.4757902084099,62.134146685522694,66.25186157226562,426510000
2020-03-02,68.41372910419624,73.05737125328037,67.30856246455294,72.41996002197266,341397200
2020-03-03,73.59782628927844,73.6778022281249,69.26682558358837,70.11994171142578,319475600
2020-03-04,71.84556373045045,73.53239582305254,71.04334864954015,73.3724365234375,219178400
2020-03-05,71.62257241363193,72.59928766176252,70.62647152568951,70.99243927001953,187572800
2020-03-06,68.34586073075151,70.48348836275598,68.15924526304715,70.0496597290039,226176800
2020-03-09,63.92276760464713,67.3982263851532,63.740996701505956,64.50928497314453,286744800
2020-03-10,67.16799957236155,69.42195621190889,65.2848479487525,69.15535736083984,285290000
2020-03-11,67.22857329146201,68.15681338440555,65.88830882534532,66.7535400390625,255598800
2020-03-12,62.02993408107194,65.43753239872558,60.105585314384975,60.16132736206055,418474000
2020-03-13,64.19905949793468,67.8417479064298,61.30526258468153,67.369140625,370732000
2020-03-16,58.63929237514396,62.79093727126344,58.166688768527365,58.702308654785156,322423600
2020-03-17,59.98681722549025,62.434663042742706,57.77890662120889,61.283451080322266,324056000
2020-03-18,58.1109503450228,60.59030457265709,57.46869089766941,59.783241271972656,300233600
2020-03-19,59.957742995624386,61.27861092543495,58.79925664194976,59.32518005371094,271857200
2020-03-20,59.90684466812261,61.033826561579104,55.25835823713997,55.55888748168945,401693200
2020-03-23,55.27773981437753,55.37953106884565,51.52841196651316,54.378578186035156,336752800
2020-03-24,57.284499639505285,60.03045277933711,56.785236104652014,59.83414077758789,287531200
2020-03-25,60.77207619664994,62.58978535507417,59.20884706003286,59.5045280456543,303602000
2020-03-26,59.74688482814629,62.69399424747682,59.70810614809417,62.63582992553711,252087200
2020-03-27,61.256800443757655,62.012966292537286,59.87534218227991,60.042572021484375,204216800
2020-03-30,60.76964956297266,61.92813582111078,60.44488273934441,61.75605773925781,167976400
2020-03-31,61.94752788300978,63.61739280424554,61.07502603187046,61.63003158569336,197002000
2020-04-01,59.74203576856197,60.28007792812991,57.95583490890622,58.387237548828125,176218400
2020-04-02,58.24909322048442,59.41485006682693,57.41537005354861,59.36153030395508,165934000
2020-04-03,58.845293288552625,59.548139207946036,57.917049556216,58.5084114074707,129880000
2020-04-06,60.808416836837694,63.767644688716175,60.4400305164741,63.6125373840332,201820400
2020-04-07,65.63141650239487,65.84954752102261,62.77155701763157,62.875770568847656,202887200
2020-04-08,63.677979447206575,64.80011298883151,63.31201906395062,64.48504638671875,168895200
2020-04-09,65.1224755019142,65.454509254812,64.15303043241806,64.95039367675781,161834800
2020-04-13,65.02794692079961,66.33427761905986,64.42688835328676,66.22521209716797,131022800
2020-04-14,67.8611424089209,69.86062249775517,67.38853506577631,69.56978607177734,194994800
2020-04-15,68.44280621954762,69.39528402750159,68.01382952800463,68.93479919433594,131154400
2020-04-16,69.64977379131028,69.8485117816668,68.43069705947066,69.4825439453125,157125200
2020-04-17,68.99782307580948,69.5455618535008,67.1001303953059,68.53975677490234,215250000
2020-04-20,67.36428617146147,68.2682885484201,67.09768742099124,67.11707305908203,130015200
2020-04-21,66.95956649144395,67.19465720203259,64.32994542466056,65.04248809814453,180991600
2020-04-22,66.31243969742793,67.35217124293807,65.97071693829112,66.91592407226562,116862400
2020-04-23,66.86018347385354,68.28526852206619,66.61782227235553,66.65660095214844,124814400
2020-04-24,67.18252643877639,68.5906443947667,67.13405124110245,68.58094787597656,126161200
2020-04-27,68.29737639564895,68.96145104694212,67.84901413734978,68.6294174194336,117087600
2020-04-28,69.09232309926307,69.27409398731281,67.42488436575898,67.51697540283203,112004800
2020-04-29,69.00752769464648,70.20479297099044,68.80394511355645,69.73461151123047,137280800
2020-04-30,70.2750603851693,71.3826529846121,69.88486235394257,71.20572662353516,183064000
2020-05-01,69.37588874776901,72.46599383609758,69.27894575366496,70.0593490600586,240616800
2020-05-04,70.08359453961356,71.17906454911665,69.39286360998993,71.05061340332031,133568000
2020-05-05,71.51109377618626,72.95071986963468,71.36567557958281,72.11699676513672,147751200
2020-05-06,72.81984118068168,73.49360499399509,72.43448777558325,72.86104583740234,142333600
2020-05-07,73.48875908671029,73.9613663577404,73.18580760432597,73.61478424072266,115215200
2020-05-08,74.27579072596755,75.4203998179442,73.94771597783995,75.36693572998047,133838400
2020-05-11,74.8736214980084,77.04862158939132,74.66462279176794,76.55287170410156,145946400
2020-05-12,77.2381835420649,77.69019956686239,75.5565080151993,75.67801666259766,162301200
